FULL_NAME,CITY,SALARY_MIN,SALARY_MAX
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
Jennifer Larson,Sofia,5000,10000
Margaret Jones,Constanta,5000,10000
Francisco Melton,Varna,5000,10000
Andrew Garcia,Cluj-Napoca,5000,10000
James Hernandez,Targoviste,5000,10000
Douglas Wiley,Varna,5000,10000
Jessica Wallace,Cluj-Napoca,5000,10000
Brandon Stuart,Ruse,5000,10000
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Andrew Garcia,Cluj-Napoca,5000,10000
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
Cindy Mclaughlin,Sofia,5000,10000
Margaret Jones,Constanta,5000,10000
Francisco Melton,Varna,5000,10000
Tiffany Case,Ruse,5000,10000
James Hernandez,Targoviste,5000,10000
Douglas Wiley,Varna,5000,10000
Jessica Wallace,Cluj-Napoca,5000,10000
Brandon Stuart,Ruse,5000,10000
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Tanner Sexton,Varna,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Shannon Willis,Ruse,4500,9500
Jeremy Barajas,Bucharest,4500,9500
Adam Quinn,Targoviste,4500,9500
Joseph Burton,Varna,4500,9500
Mark Hodge,Ruse,4500,9500
Melanie Jenkins,Sofia,4500,9500
Daniel Smith,Ruse,4500,9500
Nathan Williams,Constanta,4500,9500
Joshua Proctor,Targoviste,4500,9500
Michael Reed,Cluj-Napoca,4500,9500
James Rogers,Varna,4500,9500
Julie Simon,Plovdiv,4500,9500
Tamara Tate,Burgas,4500,9500
Kurt Collins,Cluj-Napoca,4500,9500
Joan Taylor,Burgas,4500,9500
Travis Scott,Ruse,4500,9500
Brenda Gonzales,Burgas,4500,9500
Philip Johnston,Bucharest,4500,9500
Beth Duffy,Ruse,4500,9500
David Lindsey,Varna,4500,9500
Kathryn Davidson,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
William Palmer,Burgas,4500,9500
Jason Morales,Targoviste,4500,9500
John Wilson,Bucharest,4500,9500
Brittany Guzman,Targoviste,4500,9500
Ryan Norton,Plovdiv,4500,9500
Maria Johnson,Cluj-Napoca,4500,9500
Ronald Rojas,Burgas,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Patricia Evans,Bucharest,4500,9500
Juan Clark,Targoviste,4500,9500
Jon Yates,Constanta,4500,9500
Michael Michael,Bucharest,4500,9500
Michael Nicholson,Ruse,4500,9500
Keith Butler,Ruse,4500,9500
James Jones,Constanta,4500,9500
Christine Nelson,Plovdiv,4500,9500
Natasha Torres,Targoviste,4500,9500
Ashley Silva,Varna,4500,9500
Arthur Bowman,Constanta,4500,9500
Joe Whitehead,Sofia,4500,9500
Vanessa May,Targoviste,4500,9500
Stephanie Davis,Bucharest,4500,9500
Tammy Foley,Sofia,4500,9500
William Harris,Plovdiv,4500,9500
Keith Porter,Bucharest,4500,9500
Alisha Gutierrez,Burgas,4500,9500
Kathy Dillon,Ruse,4500,9500
Kristi Brown,Bucharest,4500,9500
Kristin Harrell,Varna,4500,9500
Cassandra Green,Burgas,4500,9500
Laura Hernandez,Targoviste,4500,9500
Jennifer Garcia,Cluj-Napoca,4500,9500
Ashley Whitehead,Cluj-Napoca,4500,9500
Brian Dixon,Cluj-Napoca,4500,9500
Kevin Diaz,Constanta,4500,9500
Randy Simmons,Plovdiv,4500,9500
Marvin Spears,Ruse,4500,9500
Wendy Nelson,Plovdiv,4500,9500
Jonathon Craig,Cluj-Napoca,4500,9500
Patrick Hawkins,Targoviste,4500,9500
Stephanie Wright,Constanta,4500,9500
Clinton Patrick,Constanta,4500,9500
Joseph Anthony,Targoviste,4500,9500
Susan Mcconnell,Plovdiv,4500,9500
Sandra Parker,Plovdiv,4500,9500
Daniel Ferguson,Burgas,4500,9500
Debra Thomas,Sofia,4500,9500
Brenda Spence,Bucharest,4500,9500
William Smith,Sofia,4500,9500
David Flores,Varna,4500,9500
Bonnie Rivera,Burgas,4500,9500
Angela Kennedy,Sofia,4500,9500
William Martin,Sofia,4500,9500
Natalie Rodriguez,Plovdiv,4500,9500
Christopher Duncan,Bucharest,4500,9500
Sara Simmons,Varna,4500,9500
Breanna Green,Ruse,4500,9500
Aaron Downs,Bucharest,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Jennifer Liu,Constanta,4500,9500
Loretta Lee,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Victoria Decker,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
Tanner Sexton,Varna,5000,10000
Linda Barrett,Cluj-Napoca,4500,9500
Sandra Johnson,Cluj-Napoca,4500,9500
Amy Lowery,Sofia,4500,9500
John Shannon,Cluj-Napoca,4500,9500
Lindsey Green,Targoviste,4500,9500
Melanie Miller,Sofia,4500,9500
Louis Lucas,Burgas,4500,9500
Robert Hernandez,Targoviste,4500,9500
Katherine Mendoza,Bucharest,4500,9500
Emily Wallace,Sofia,4500,9500
Susan Tran,Targoviste,4500,9500
Melanie Miller,Sofia,4500,9500
Brian Dixon,Cluj-Napoca,4500,9500
Ashley Whitehead,Cluj-Napoca,4500,9500
Jennifer Garcia,Cluj-Napoca,4500,9500
Laura Hernandez,Targoviste,4500,9500
Cassandra Green,Burgas,4500,9500
Kristin Harrell,Varna,4500,9500
Stephanie Wright,Constanta,4500,9500
Susan Tran,Targoviste,4500,9500
Emily Wallace,Sofia,4500,9500
Katherine Mendoza,Bucharest,4500,9500
Robert Hernandez,Targoviste,4500,9500
Louis Lucas,Burgas,4500,9500
Brian Howard,Sofia,4500,9500
Lindsey Green,Targoviste,4500,9500
John Shannon,Cluj-Napoca,4500,9500
Amy Lowery,Sofia,4500,9500
Sandra Johnson,Cluj-Napoca,4500,9500
Linda Barrett,Cluj-Napoca,4500,9500
William Martin,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
Victoria Decker,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Loretta Lee,Sofia,4500,9500
Brian Dixon,Cluj-Napoca,4500,9500
Angela Gomez,Sofia,4500,9500
Travis Scott,Ruse,4500,9500
Brenda Gonzales,Burgas,4500,9500
Philip Johnston,Bucharest,4500,9500
Sandra Parker,Plovdiv,4500,9500
Daniel Ferguson,Burgas,4500,9500
Debra Thomas,Sofia,4500,9500
Brenda Spence,Bucharest,4500,9500
William Smith,Sofia,4500,9500
David Flores,Varna,4500,9500
Bonnie Rivera,Burgas,4500,9500
Angela Kennedy,Sofia,4500,9500
Ashley Whitehead,Cluj-Napoca,4500,9500
Stephen Rios,Varna,4500,9500
Shannon Melendez,Bucharest,4500,9500
Ryan Obrien,Cluj-Napoca,4500,9500
Jeffrey Martinez,Cluj-Napoca,4500,9500
Jose Sawyer,Cluj-Napoca,4500,9500
Amy Bell,Cluj-Napoca,4500,9500
Loretta Rivera,Burgas,4500,9500
Matthew Gomez,Constanta,4500,9500
Patrick Reynolds,Sofia,4500,9500
Stephen Johnson,Targoviste,4500,9500
Michael Fox,Targoviste,4500,9500
Christine Nelson,Plovdiv,4500,9500
William Smith,Sofia,4500,9500
Brenda Spence,Bucharest,4500,9500
Debra Thomas,Sofia,4500,9500
Daniel Ferguson,Burgas,4500,9500
Sandra Parker,Plovdiv,4500,9500
Jennifer Liu,Constanta,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Aaron Downs,Bucharest,4500,9500
Breanna Green,Ruse,4500,9500
Sara Simmons,Varna,4500,9500
Christopher Duncan,Bucharest,4500,9500
Natalie Rodriguez,Plovdiv,4500,9500
David Flores,Varna,4500,9500
John Wilson,Bucharest,4500,9500
Jason Morales,Targoviste,4500,9500
William Palmer,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
Kathryn Davidson,Burgas,4500,9500
David Lindsey,Varna,4500,9500
Beth Duffy,Ruse,4500,9500
Tammy Foley,Sofia,4500,9500
Stephanie Davis,Bucharest,4500,9500
Vanessa May,Targoviste,4500,9500
Joe Whitehead,Sofia,4500,9500
Lindsey Green,Targoviste,4500,9500
Jennifer Garcia,Cluj-Napoca,4500,9500
Laura Hernandez,Targoviste,4500,9500
Cassandra Green,Burgas,4500,9500
Kristin Harrell,Varna,4500,9500
Stephanie Wright,Constanta,4500,9500
Susan Tran,Targoviste,4500,9500
Emily Wallace,Sofia,4500,9500
Katherine Mendoza,Bucharest,4500,9500
Robert Hernandez,Targoviste,4500,9500
Louis Lucas,Burgas,4500,9500
Melanie Miller,Sofia,4500,9500
Joan Taylor,Burgas,4500,9500
John Shannon,Cluj-Napoca,4500,9500
Amy Lowery,Sofia,4500,9500
Sandra Johnson,Cluj-Napoca,4500,9500
Linda Barrett,Cluj-Napoca,4500,9500
William Martin,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
Victoria Decker,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Loretta Lee,Sofia,4500,9500
Angela Kennedy,Sofia,4500,9500
Bonnie Rivera,Burgas,4500,9500
Julie Simon,Plovdiv,4500,9500
Kathy Dillon,Ruse,4500,9500
Kurt Collins,Cluj-Napoca,4500,9500
Jeremy Barajas,Bucharest,4500,9500
Adam Quinn,Targoviste,4500,9500
Joseph Burton,Varna,4500,9500
Mark Hodge,Ruse,4500,9500
Melanie Jenkins,Sofia,4500,9500
Daniel Smith,Ruse,4500,9500
Nathan Williams,Constanta,4500,9500
Joshua Proctor,Targoviste,4500,9500
Michael Reed,Cluj-Napoca,4500,9500
James Rogers,Varna,4500,9500
Alisha Gutierrez,Burgas,4500,9500
Tamara Tate,Burgas,4500,9500
Shannon Willis,Ruse,4500,9500
Joan Taylor,Burgas,4500,9500
Travis Scott,Ruse,4500,9500
Brenda Gonzales,Burgas,4500,9500
Philip Johnston,Bucharest,4500,9500
Sandra Parker,Plovdiv,4500,9500
Daniel Ferguson,Burgas,4500,9500
Debra Thomas,Sofia,4500,9500
Brenda Spence,Bucharest,4500,9500
William Smith,Sofia,4500,9500
Steven Taylor,Sofia,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Jennifer Larson,Sofia,5000,10000
Brian Bowman,Plovdiv,5000,10000
Gregory Jackson,Plovdiv,5000,10000
Tyler Wells,Plovdiv,5000,10000
Eugene Wright,Constanta,5000,10000
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
David Flores,Varna,4500,9500
Sarah Williamson,Plovdiv,5000,10000
Patricia Anderson,Constanta,4500,9500
Michael James,Varna,4500,9500
Sylvia Powell,Varna,4500,9500
Nathan Soto,Ruse,4500,9500
Haley Green,Bucharest,4500,9500
Shane Sullivan,Constanta,4500,9500
Meagan Porter,Constanta,4500,9500
Stephanie Stone,Plovdiv,4500,9500
William Harris,Plovdiv,4500,9500
Keith Porter,Bucharest,4500,9500
Adam Quinn,Targoviste,4500,9500
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
William Harris,Plovdiv,4500,9500
Keith Porter,Bucharest,4500,9500
Alisha Gutierrez,Burgas,4500,9500
Kathy Dillon,Ruse,4500,9500
Kurt Collins,Cluj-Napoca,4500,9500
Jeremy Barajas,Bucharest,4500,9500
Eugene Wright,Constanta,5000,10000
Joseph Burton,Varna,4500,9500
Mark Hodge,Ruse,4500,9500
Melanie Jenkins,Sofia,4500,9500
Daniel Smith,Ruse,4500,9500
Nathan Williams,Constanta,4500,9500
Joshua Proctor,Targoviste,4500,9500
Michael Reed,Cluj-Napoca,4500,9500
James Rogers,Varna,4500,9500
Julie Simon,Plovdiv,4500,9500
Tamara Tate,Burgas,4500,9500
Shannon Willis,Ruse,4500,9500
Brandon Stuart,Ruse,5000,10000
Bonnie Rivera,Burgas,4500,9500
Angela Kennedy,Sofia,4500,9500
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
Cindy Mclaughlin,Sofia,5000,10000
Margaret Jones,Constanta,5000,10000
Francisco Melton,Varna,5000,10000
Andrew Garcia,Cluj-Napoca,5000,10000
James Hernandez,Targoviste,5000,10000
Douglas Wiley,Varna,5000,10000
Jessica Wallace,Cluj-Napoca,5000,10000
Arthur Bowman,Constanta,4500,9500
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Tanner Sexton,Varna,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Jennifer Larson,Sofia,5000,10000
Brian Bowman,Plovdiv,5000,10000
Gregory Jackson,Plovdiv,5000,10000
Tyler Wells,Plovdiv,5000,10000
John Wilson,Bucharest,4500,9500
Ashley Silva,Varna,4500,9500
Arthur Bowman,Constanta,4500,9500
Joe Whitehead,Sofia,4500,9500
Vanessa May,Targoviste,4500,9500
Stephanie Davis,Bucharest,4500,9500
Tammy Foley,Sofia,4500,9500
Beth Duffy,Ruse,4500,9500
David Lindsey,Varna,4500,9500
Kathryn Davidson,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
William Palmer,Burgas,4500,9500
Jason Morales,Targoviste,4500,9500
Natasha Torres,Targoviste,4500,9500
Christine Nelson,Plovdiv,4500,9500
Natalie Rodriguez,Plovdiv,4500,9500
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
Cindy Mclaughlin,Sofia,5000,10000
Margaret Jones,Constanta,5000,10000
Francisco Melton,Varna,5000,10000
Andrew Garcia,Cluj-Napoca,5000,10000
James Hernandez,Targoviste,5000,10000
Douglas Wiley,Varna,5000,10000
Jessica Wallace,Cluj-Napoca,5000,10000
Ryan Norton,Plovdiv,4500,9500
Susan Mcconnell,Plovdiv,4500,9500
Joseph Anthony,Targoviste,4500,9500
Clinton Patrick,Constanta,4500,9500
Kristi Brown,Bucharest,4500,9500
Patrick Hawkins,Targoviste,4500,9500
Jonathon Craig,Cluj-Napoca,4500,9500
Wendy Nelson,Plovdiv,4500,9500
Marvin Spears,Ruse,4500,9500
Randy Simmons,Plovdiv,4500,9500
Kevin Diaz,Constanta,4500,9500
Keith Porter,Bucharest,4500,9500
William Harris,Plovdiv,4500,9500
Brandon Stuart,Ruse,5000,10000
Maria Johnson,Cluj-Napoca,4500,9500
Ronald Rojas,Burgas,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Patricia Evans,Bucharest,4500,9500
Juan Clark,Targoviste,4500,9500
Jon Yates,Constanta,4500,9500
Michael Michael,Bucharest,4500,9500
Michael Nicholson,Ruse,4500,9500
Keith Butler,Ruse,4500,9500
James Jones,Constanta,4500,9500
Brittany Guzman,Targoviste,4500,9500
Natasha Torres,Targoviste,4500,9500
Ryan Norton,Plovdiv,4500,9500
Maria Johnson,Cluj-Napoca,4500,9500
Ronald Rojas,Burgas,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Patricia Evans,Bucharest,4500,9500
Juan Clark,Targoviste,4500,9500
Jon Yates,Constanta,4500,9500
Michael Michael,Bucharest,4500,9500
Michael Nicholson,Ruse,4500,9500
Keith Butler,Ruse,4500,9500
James Jones,Constanta,4500,9500
Brittany Guzman,Targoviste,4500,9500
Jennifer Liu,Constanta,4500,9500
Ashley Silva,Varna,4500,9500
Arthur Bowman,Constanta,4500,9500
Joe Whitehead,Sofia,4500,9500
Vanessa May,Targoviste,4500,9500
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
Cindy Mclaughlin,Sofia,5000,10000
Margaret Jones,Constanta,5000,10000
Francisco Melton,Varna,5000,10000
Andrew Garcia,Cluj-Napoca,5000,10000
James Hernandez,Targoviste,5000,10000
Eugene Wright,Constanta,5000,10000
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Tanner Sexton,Varna,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Jennifer Larson,Sofia,5000,10000
Brian Bowman,Plovdiv,5000,10000
Gregory Jackson,Plovdiv,5000,10000
Tyler Wells,Plovdiv,5000,10000
Patricia Anderson,Constanta,4500,9500
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
Christopher Duncan,Bucharest,4500,9500
Sara Simmons,Varna,4500,9500
Breanna Green,Ruse,4500,9500
Aaron Downs,Bucharest,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Amy Lowery,Sofia,4500,9500
Maria Johnson,Cluj-Napoca,4500,9500
Ryan Norton,Plovdiv,4500,9500
Brian Howard,Sofia,4500,9500
Michael Fox,Targoviste,4500,9500
Stephen Johnson,Targoviste,4500,9500
Loretta Lee,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Victoria Decker,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
William Martin,Sofia,4500,9500
Linda Barrett,Cluj-Napoca,4500,9500
Sandra Johnson,Cluj-Napoca,4500,9500
Ronald Rojas,Burgas,4500,9500
John Shannon,Cluj-Napoca,4500,9500
Lindsey Green,Targoviste,4500,9500
Melanie Miller,Sofia,4500,9500
Louis Lucas,Burgas,4500,9500
Robert Hernandez,Targoviste,4500,9500
Katherine Mendoza,Bucharest,4500,9500
Emily Wallace,Sofia,4500,9500
Susan Tran,Targoviste,4500,9500
Stephanie Wright,Constanta,4500,9500
Kristin Harrell,Varna,4500,9500
Cassandra Green,Burgas,4500,9500
Arthur Bowman,Constanta,4500,9500
John Wilson,Bucharest,4500,9500
Jason Morales,Targoviste,4500,9500
William Palmer,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
Kathryn Davidson,Burgas,4500,9500
David Lindsey,Varna,4500,9500
Beth Duffy,Ruse,4500,9500
Tammy Foley,Sofia,4500,9500
Stephanie Davis,Bucharest,4500,9500
Vanessa May,Targoviste,4500,9500
Joe Whitehead,Sofia,4500,9500
Laura Hernandez,Targoviste,4500,9500
Ashley Silva,Varna,4500,9500
Natasha Torres,Targoviste,4500,9500
Brittany Guzman,Targoviste,4500,9500
James Jones,Constanta,4500,9500
Keith Butler,Ruse,4500,9500
Michael Nicholson,Ruse,4500,9500
Michael Michael,Bucharest,4500,9500
Jon Yates,Constanta,4500,9500
Juan Clark,Targoviste,4500,9500
Patricia Evans,Bucharest,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Jeffrey Martinez,Cluj-Napoca,4500,9500
Mark Hodge,Ruse,4500,9500
Joseph Burton,Varna,4500,9500
Adam Quinn,Targoviste,4500,9500
Jeremy Barajas,Bucharest,4500,9500
Kurt Collins,Cluj-Napoca,4500,9500
Kathy Dillon,Ruse,4500,9500
Alisha Gutierrez,Burgas,4500,9500
Patrick Reynolds,Sofia,4500,9500
Matthew Gomez,Constanta,4500,9500
Loretta Rivera,Burgas,4500,9500
Amy Bell,Cluj-Napoca,4500,9500
Jose Sawyer,Cluj-Napoca,4500,9500
Melanie Jenkins,Sofia,4500,9500
Ryan Obrien,Cluj-Napoca,4500,9500
Shannon Melendez,Bucharest,4500,9500
Stephen Rios,Varna,4500,9500
Angela Gomez,Sofia,4500,9500
Stephanie Stone,Plovdiv,4500,9500
Meagan Porter,Constanta,4500,9500
Shane Sullivan,Constanta,4500,9500
Haley Green,Bucharest,4500,9500
Nathan Soto,Ruse,4500,9500
Sylvia Powell,Varna,4500,9500
Michael James,Varna,4500,9500
Philip Johnston,Bucharest,4500,9500
Jennifer Garcia,Cluj-Napoca,4500,9500
Ashley Whitehead,Cluj-Napoca,4500,9500
Brian Dixon,Cluj-Napoca,4500,9500
Angela Kennedy,Sofia,4500,9500
Bonnie Rivera,Burgas,4500,9500
David Flores,Varna,4500,9500
William Smith,Sofia,4500,9500
Brenda Spence,Bucharest,4500,9500
Debra Thomas,Sofia,4500,9500
Daniel Ferguson,Burgas,4500,9500
Sandra Parker,Plovdiv,4500,9500
Douglas Wiley,Varna,5000,10000
Brenda Gonzales,Burgas,4500,9500
Travis Scott,Ruse,4500,9500
Joan Taylor,Burgas,4500,9500
Shannon Willis,Ruse,4500,9500
Tamara Tate,Burgas,4500,9500
Julie Simon,Plovdiv,4500,9500
James Rogers,Varna,4500,9500
Michael Reed,Cluj-Napoca,4500,9500
Joshua Proctor,Targoviste,4500,9500
Nathan Williams,Constanta,4500,9500
Daniel Smith,Ruse,4500,9500
Joe Whitehead,Sofia,4500,9500
Natalie Rodriguez,Plovdiv,4500,9500
Christine Nelson,Plovdiv,4500,9500
John Wilson,Bucharest,4500,9500
Jason Morales,Targoviste,4500,9500
William Palmer,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
Kathryn Davidson,Burgas,4500,9500
David Lindsey,Varna,4500,9500
Beth Duffy,Ruse,4500,9500
Tammy Foley,Sofia,4500,9500
Stephanie Davis,Bucharest,4500,9500
Vanessa May,Targoviste,4500,9500
Christopher Duncan,Bucharest,4500,9500
Arthur Bowman,Constanta,4500,9500
Stephanie Davis,Bucharest,4500,9500
Tammy Foley,Sofia,4500,9500
Beth Duffy,Ruse,4500,9500
David Lindsey,Varna,4500,9500
Kathryn Davidson,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
William Palmer,Burgas,4500,9500
Jason Morales,Targoviste,4500,9500
John Wilson,Bucharest,4500,9500
Christine Nelson,Plovdiv,4500,9500
Eugene Wright,Constanta,5000,10000
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Tanner Sexton,Varna,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Jennifer Larson,Sofia,5000,10000
Brian Bowman,Plovdiv,5000,10000
Gregory Jackson,Plovdiv,5000,10000
Tyler Wells,Plovdiv,5000,10000
Natalie Rodriguez,Plovdiv,4500,9500
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
Jennifer Liu,Constanta,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Aaron Downs,Bucharest,4500,9500
Breanna Green,Ruse,4500,9500
Sara Simmons,Varna,4500,9500
Sandra Johnson,Cluj-Napoca,4500,9500
Cassandra Green,Burgas,4500,9500
Kristin Harrell,Varna,4500,9500
Stephanie Wright,Constanta,4500,9500
Susan Tran,Targoviste,4500,9500
Emily Wallace,Sofia,4500,9500
Katherine Mendoza,Bucharest,4500,9500
Robert Hernandez,Targoviste,4500,9500
Louis Lucas,Burgas,4500,9500
Melanie Miller,Sofia,4500,9500
Lindsey Green,Targoviste,4500,9500
John Shannon,Cluj-Napoca,4500,9500
Amy Lowery,Sofia,4500,9500
Laura Hernandez,Targoviste,4500,9500
Linda Barrett,Cluj-Napoca,4500,9500
William Martin,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
Victoria Decker,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Loretta Lee,Sofia,4500,9500
Loretta Lee,Sofia,4500,9500
James Gallagher,Varna,4500,9500
Victoria Decker,Sofia,4500,9500
Tracie Robertson,Plovdiv,4500,9500
Jennifer Liu,Constanta,4500,9500
Michael Nicholson,Ruse,4500,9500
Christopher Duncan,Bucharest,4500,9500
Sara Simmons,Varna,4500,9500
Breanna Green,Ruse,4500,9500
Aaron Downs,Bucharest,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Jennifer Liu,Constanta,4500,9500
Ashley Silva,Varna,4500,9500
Natasha Torres,Targoviste,4500,9500
Brittany Guzman,Targoviste,4500,9500
James Jones,Constanta,4500,9500
Keith Butler,Ruse,4500,9500
Brandon Stuart,Ruse,5000,10000
Michael Michael,Bucharest,4500,9500
Jon Yates,Constanta,4500,9500
Juan Clark,Targoviste,4500,9500
Patricia Evans,Bucharest,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Ronald Rojas,Burgas,4500,9500
Maria Johnson,Cluj-Napoca,4500,9500
Ryan Norton,Plovdiv,4500,9500
Brian Dixon,Cluj-Napoca,4500,9500
Ashley Whitehead,Cluj-Napoca,4500,9500
Jennifer Garcia,Cluj-Napoca,4500,9500
Stephanie Davis,Bucharest,4500,9500
Sara Simmons,Varna,4500,9500
Christopher Duncan,Bucharest,4500,9500
Natalie Rodriguez,Plovdiv,4500,9500
Christine Nelson,Plovdiv,4500,9500
John Wilson,Bucharest,4500,9500
Jason Morales,Targoviste,4500,9500
William Palmer,Burgas,4500,9500
Noah Martinez,Constanta,4500,9500
Kathryn Davidson,Burgas,4500,9500
David Lindsey,Varna,4500,9500
Beth Duffy,Ruse,4500,9500
Tammy Foley,Sofia,4500,9500
Breanna Green,Ruse,4500,9500
Vanessa May,Targoviste,4500,9500
Joe Whitehead,Sofia,4500,9500
Arthur Bowman,Constanta,4500,9500
Ashley Silva,Varna,4500,9500
Natasha Torres,Targoviste,4500,9500
Brittany Guzman,Targoviste,4500,9500
James Jones,Constanta,4500,9500
Keith Butler,Ruse,4500,9500
Michael Nicholson,Ruse,4500,9500
Michael Michael,Bucharest,4500,9500
Jon Yates,Constanta,4500,9500
Gregory Jackson,Plovdiv,5000,10000
Jessica Wallace,Cluj-Napoca,5000,10000
Brandon Stuart,Ruse,5000,10000
Bryan Griffin,Cluj-Napoca,5000,10000
Michael Meadows,Targoviste,5000,10000
Brian Pearson,Varna,5000,10000
Alexander Goodman,Burgas,5000,10000
Tanner Sexton,Varna,5000,10000
Anthony Williams,Bucharest,5000,10000
Christopher Thompson,Plovdiv,5000,10000
Jennifer Larson,Sofia,5000,10000
Brian Bowman,Plovdiv,5000,10000
Juan Clark,Targoviste,4500,9500
Tyler Wells,Plovdiv,5000,10000
Eugene Wright,Constanta,5000,10000
Bill Gordon,Varna,5000,10000
Julie Flores,Burgas,5000,10000
Tyler Ray,Plovdiv,5000,10000
Sarah James,Varna,5000,10000
Steven Taylor,Sofia,5000,10000
Sarah Williamson,Plovdiv,5000,10000
Jennifer Liu,Constanta,4500,9500
Ronnie Ortiz,Burgas,4500,9500
Aaron Downs,Bucharest,4500,9500
Ronald Rojas,Burgas,4500,9500
Arthur Bowman,Constanta,4500,9500
Ashley Silva,Varna,4500,9500
Natasha Torres,Targoviste,4500,9500
Brittany Guzman,Targoviste,4500,9500
James Jones,Constanta,4500,9500
Keith Butler,Ruse,4500,9500
Michael Nicholson,Ruse,4500,9500
Michael Michael,Bucharest,4500,9500
Jon Yates,Constanta,4500,9500
Juan Clark,Targoviste,4500,9500
Patricia Evans,Bucharest,4500,9500
Grant Smith,Cluj-Napoca,4500,9500
Joe Whitehead,Sofia,4500,9500
Maria Johnson,Cluj-Napoca,4500,9500
Ryan Norton,Plovdiv,4500,9500
Tiffany Case,Ruse,5000,10000
William Garcia,Bucharest,5000,10000
