FIRST_NAME,LAST_NAME,EMAIL_ID,EU_CITIZEN,NON_EU_CITIZEN
Amanda,Vasquez,karensmith@yahoo.com,EU Citizen,
Erin,Smith,alejandrojohns@gmail.com,,Non-EU Citizen
James,Atkinson,qsellers@yahoo.com,,Non-EU Citizen
Luis,Lee,ypetersen@wallace-foster.com,EU Citizen,
Melanie,Miller,jenningsmonica@yahoo.com,EU Citizen,
Karen,Francis,heather12@wilson.com,,Non-EU Citizen
Christopher,Adams,gary38@gmail.com,EU Citizen,
Hunter,Hunter,anabryant@hotmail.com,EU Citizen,
Jonathan,Johnson,donnamassey@dennis.com,EU Citizen,
John,Marshall,stephanieholloway@yahoo.com,EU Citizen,
Mandy,Gillespie,keithfoster@hotmail.com,,Non-EU Citizen
James,Lang,adamsstephanie@lynn.biz,,Non-EU Citizen
Ronald,Perez,corey36@gmail.com,,Non-EU Citizen
Stephen,Patel,regina78@smith-king.com,,Non-EU Citizen
Amy,Johnson,greenejames@morales.com,,Non-EU Citizen
Billy,Combs,zunigashane@yahoo.com,EU Citizen,
Kim,Roberts,stephen83@davila.com,EU Citizen,
Adam,Flores,mirandagomez@hotmail.com,,Non-EU Citizen
Paul,Stevens,lisa01@yahoo.com,,Non-EU Citizen
Sarah,Jimenez,stephanie98@blackwell.info,,Non-EU Citizen
Christine,Simmons,fwatkins@hayes-johnson.com,EU Citizen,
Dustin,Daniel,alicehenson@gmail.com,EU Citizen,
James,Rogers,hsanders@garcia-maldonado.com,,Non-EU Citizen
Kimberly,Howard,dominguezkaren@reeves.com,EU Citizen,
Olivia,Wong,mthompson@hotmail.com,EU Citizen,
Jamie,Morgan,olivia77@erickson.com,EU Citizen,
Robert,Carter,robertdavis@hall-hughes.net,EU Citizen,
Kurt,Smith,jjones@anderson-burns.com,,Non-EU Citizen
Melissa,Thompson,graylindsay@yahoo.com,,Non-EU Citizen
Aaron,Moore,seananderson@williams.com,EU Citizen,
Connie,Chang,murraycarolyn@yahoo.com,EU Citizen,
Raven,Martin,matthewshepard@gmail.com,EU Citizen,
Karen,Wade,qalvarado@gmail.com,EU Citizen,
Jose,Wong,shermanevelyn@carr-robles.com,EU Citizen,
Tamara,Tate,bennettangela@coffey.info,EU Citizen,
Mark,Jacobs,adamsandrea@smith.biz,EU Citizen,
Barbara,Davis,griffithdaniel@hotmail.com,,Non-EU Citizen
Lauren,Gay,karenhogan@bell.com,,Non-EU Citizen
Meghan,Huynh,dmejia@cruz.biz,EU Citizen,
Lawrence,Maldonado,ronald30@hotmail.com,,Non-EU Citizen
Christopher,Hill,ujones@hotmail.com,EU Citizen,
Jessica,Fisher,lovejulie@foster-ortiz.com,,Non-EU Citizen
Thomas,Miller,sarasimon@brown-jensen.net,,Non-EU Citizen
Daniel,Swanson,barbaraadams@gmail.com,,Non-EU Citizen
Brooke,Robbins,williskimberly@williams.com,,Non-EU Citizen
Sylvia,Powell,howardjamie@yahoo.com,EU Citizen,
Jose,Williams,snyderchristina@gmail.com,,Non-EU Citizen
Jennifer,Serrano,tylerperry@yahoo.com,EU Citizen,
Matthew,Allen,dominique32@evans-bush.com,EU Citizen,
Kristy,Lee,fernandeznorman@hotmail.com,EU Citizen,
Lindsey,Green,fcarter@yahoo.com,,Non-EU Citizen
Kristin,Leach,denisemay@brown.com,,Non-EU Citizen
Stephanie,Cruz,thomasjoseph@davis.biz,EU Citizen,
Randall,Williams,sarah73@gmail.com,,Non-EU Citizen
Kristin,Todd,sarahwatson@fowler.com,EU Citizen,
Deborah,Mason,clarkkimberly@gmail.com,EU Citizen,
Annette,Willis,kristin59@hotmail.com,,Non-EU Citizen
Anthony,Williams,edwardfaulkner@gomez-moore.com,,Non-EU Citizen
Martha,Becker,drojas@yahoo.com,,Non-EU Citizen
Brent,Vaughn,alexandra71@gmail.com,,Non-EU Citizen
Matthew,Ortiz,deborah38@rose.net,,Non-EU Citizen
John,Shannon,gardnerrachel@stephens.com,,Non-EU Citizen
Edward,Powell,danamoore@rodriguez.org,,Non-EU Citizen
Carl,Walls,staylor@yahoo.com,,Non-EU Citizen
Amy,Dickerson,danielramos@stark-baker.com,,Non-EU Citizen
Leslie,Carter,charleskelley@gmail.com,EU Citizen,
Shelby,Jones,qjoyce@gmail.com,EU Citizen,
Christopher,Paul,sarahwalker@cooper-brown.info,,Non-EU Citizen
Heather,Bishop,melvinsmith@hotmail.com,,Non-EU Citizen
Matthew,Dixon,mjensen@smith.com,,Non-EU Citizen
Michael,James,jasontownsend@alexander.biz,,Non-EU Citizen
Bryan,Padilla,bhester@yahoo.com,EU Citizen,
Brandi,Jordan,randall04@yahoo.com,,Non-EU Citizen
Christine,Stanton,williamsstephanie@mendez-castaneda.info,,Non-EU Citizen
Frank,Garcia,michael43@sweeney-horton.com,EU Citizen,
Brenda,Clark,wardgregory@cisneros.biz,EU Citizen,
Joe,Whitehead,gabrielle33@myers.com,EU Citizen,
Leah,Walker,nguyenmichael@hotmail.com,,Non-EU Citizen
Shannon,Willis,mariafarley@garcia-whitaker.com,,Non-EU Citizen
Karen,Allen,whubbard@hotmail.com,,Non-EU Citizen
Nathaniel,Holder,moorematthew@yahoo.com,EU Citizen,
Andrew,Maldonado,ryan34@gmail.com,EU Citizen,
Arthur,Bowman,cookkelly@gmail.com,,Non-EU Citizen
David,Heath,jenniferhodges@gmail.com,,Non-EU Citizen
Mitchell,Reyes,ryanbush@campbell.info,,Non-EU Citizen
Mary,Mercado,luiswilliams@hotmail.com,,Non-EU Citizen
Randall,Butler,colleen24@yahoo.com,EU Citizen,
Joseph,Flores,qjohnson@hotmail.com,EU Citizen,
Christopher,Schwartz,corey68@harris.com,EU Citizen,
Kristin,Stone,mnavarro@rose-cline.info,EU Citizen,
James,Malone,nunezricky@yahoo.com,,Non-EU Citizen
Adam,Boone,candice24@howard.info,,Non-EU Citizen
Peter,Montoya,josephlopez@bradley-cruz.info,,Non-EU Citizen
Natalie,Moore,utaylor@park.com,EU Citizen,
Laura,Davis,jamespadilla@gmail.com,,Non-EU Citizen
Jessica,Nunez,woodsamuel@rogers.com,EU Citizen,
Sarah,Mckinney,joseph47@ashley.biz,EU Citizen,
Jennifer,Harrison,yolandataylor@hotmail.com,EU Citizen,
Amy,Bowman,blankenshipjeffrey@knight-carter.com,,Non-EU Citizen
Julie,Huff,cpayne@yahoo.com,,Non-EU Citizen
Karen,Porter,shortmaria@yahoo.com,,Non-EU Citizen
Maria,Martin,ochapman@hotmail.com,,Non-EU Citizen
Robert,Morgan,barberdaniel@gmail.com,EU Citizen,
Brent,White,handerson@yahoo.com,,Non-EU Citizen
Amanda,Mclaughlin,chelsea76@boyd.com,,Non-EU Citizen
Amanda,Norton,erika87@gmail.com,,Non-EU Citizen
Brent,Rivera,glassnina@patton.net,EU Citizen,
Jeffrey,Dominguez,qdillon@gmail.com,EU Citizen,
Timothy,Schultz,sanderscharles@brown.com,EU Citizen,
Laura,Cruz,harveyjulie@donaldson-bond.com,,Non-EU Citizen
Maria,Sheppard,fsexton@dillon.com,EU Citizen,
Joan,Taylor,hbaker@hotmail.com,,Non-EU Citizen
Sherry,Roberson,eharris@hotmail.com,,Non-EU Citizen
Suzanne,Ramirez,matthew62@yahoo.com,EU Citizen,
Roberto,Knight,xfisher@jones.org,EU Citizen,
Mary,Price,pbell@yahoo.com,,Non-EU Citizen
Lisa,Henson,hroy@robinson.com,EU Citizen,
Allen,Lutz,wilcoxadam@singh.org,,Non-EU Citizen
Sandra,Fernandez,ejones@bailey-gould.biz,,Non-EU Citizen
Lauren,Vargas,gnelson@knox-williams.com,EU Citizen,
Jennifer,Hardy,stephaniescott@huerta-bennett.com,EU Citizen,
Christopher,Mcdaniel,davidberg@baker.com,EU Citizen,
Ariel,Hardy,josephpruitt@yahoo.com,EU Citizen,
Ashley,Hall,aflores@gmail.com,,Non-EU Citizen
Kristen,Burch,joneslaura@francis.com,,Non-EU Citizen
Alex,Hoffman,tracey27@torres.net,EU Citizen,
Xavier,Willis,lambertrobert@rivera.com,EU Citizen,
Jenna,Hall,michaelanderson@anderson.com,EU Citizen,
Joanna,Wright,jasongomez@hotmail.com,,Non-EU Citizen
Austin,Pennington,robert52@yahoo.com,,Non-EU Citizen
Travis,Vasquez,iknapp@blackwell-barnes.com,EU Citizen,
Amy,Lowery,glee@gmail.com,EU Citizen,
Mike,Rodriguez,washingtondawn@gmail.com,EU Citizen,
Timothy,Oliver,lesliegraham@rhodes.org,EU Citizen,
Jennifer,George,phillipssusan@hotmail.com,,Non-EU Citizen
Heather,Daniels,villajane@yahoo.com,,Non-EU Citizen
Daniel,Cunningham,rodriguezjoseph@hotmail.com,,Non-EU Citizen
Ryan,Munoz,elizabeth94@gmail.com,EU Citizen,
James,Tran,stevenjones@allen-diaz.com,EU Citizen,
Lori,Miller,christinelozano@garza.com,EU Citizen,
Daniel,Davis,moralesmichael@watson-baker.info,EU Citizen,
Juan,Odonnell,zreed@collins-martinez.com,EU Citizen,
Jon,Webb,mcfarlandkimberly@yahoo.com,,Non-EU Citizen
Amy,Burns,jpeterson@hunter.com,EU Citizen,
Jennifer,Flores,ydavis@morris.com,EU Citizen,
Joseph,Sullivan,jasonpayne@harper.net,EU Citizen,
Thomas,Klein,amandagrant@hotmail.com,,Non-EU Citizen
Erin,Smith,matthewporter@hotmail.com,,Non-EU Citizen
Ashley,Hanson,morgan29@ruiz.net,EU Citizen,
Jeremy,Stewart,hraymond@young-morris.com,,Non-EU Citizen
Patricia,Anderson,tcampbell@williams.com,EU Citizen,
Steven,Reeves,walkerchristine@hotmail.com,,Non-EU Citizen
Casey,Woods,lolson@woods-pacheco.com,EU Citizen,
Jessica,Powell,jenniferstewart@foster.com,EU Citizen,
Michael,Johnson,katelyn26@nunez-duran.com,EU Citizen,
Thomas,Bean,justinjordan@hotmail.com,,Non-EU Citizen
Matthew,Horton,ykelley@gmail.com,EU Citizen,
Susan,Mcconnell,jacksonbreanna@hotmail.com,,Non-EU Citizen
Christopher,Thompson,thompsonadrienne@clark.info,,Non-EU Citizen
Joshua,Riddle,kphillips@brady-thomas.biz,,Non-EU Citizen
Heather,Walker,rhondahansen@sullivan.info,,Non-EU Citizen
Patrick,Williams,sreyes@rodriguez.com,,Non-EU Citizen
Christian,Carpenter,daviskristy@gmail.com,,Non-EU Citizen
Todd,Vincent,rebeccapadilla@howell.net,EU Citizen,
Harry,Cline,khopkins@mccarthy.com,EU Citizen,
John,Dixon,griffincourtney@ferguson-garcia.org,,Non-EU Citizen
Rachel,Howell,joshuaharris@yahoo.com,,Non-EU Citizen
Jennifer,Larson,lpearson@yahoo.com,EU Citizen,
Jesse,Smith,phampton@smith-morrison.info,,Non-EU Citizen
Patricia,Martin,justinturner@dennis.com,EU Citizen,
Matthew,Williams,paul51@conner.com,,Non-EU Citizen
Brian,Bowman,graveswilliam@hotmail.com,EU Citizen,
Debbie,Williams,bakerlawrence@davis-morrison.net,,Non-EU Citizen
Michael,Adams,smelendez@maddox.info,EU Citizen,
Angela,Wilson,hughesamber@gmail.com,EU Citizen,
Michelle,Mccarthy,murraykatherine@hotmail.com,,Non-EU Citizen
Savannah,Miller,ifletcher@stewart.net,EU Citizen,
Brian,Delgado,tbrown@allen-hale.com,EU Citizen,
Patricia,Black,thomas07@hotmail.com,EU Citizen,
Linda,Gonzalez,evansheather@yahoo.com,EU Citizen,
Ryan,Coffey,bakerdeborah@hotmail.com,EU Citizen,
Sandra,Johnson,floresjesse@hernandez.info,EU Citizen,
Alexander,Parrish,garyhenderson@hotmail.com,,Non-EU Citizen
Lisa,Nelson,andersonsara@hotmail.com,,Non-EU Citizen
Victoria,Wright,campbellmichael@alvarez.com,EU Citizen,
Oscar,Warren,browndavid@gmail.com,,Non-EU Citizen
Julia,Gallegos,cdaniels@hotmail.com,EU Citizen,
Michael,Gallagher,zherring@bailey.com,,Non-EU Citizen
Brenda,Rodriguez,jessica27@hotmail.com,EU Citizen,
Kevin,Nelson,ronaldkramer@davis.com,EU Citizen,
Joseph,Anthony,deborahjohnson@hotmail.com,EU Citizen,
Victoria,Cole,carla25@downs.net,EU Citizen,
Danielle,Zimmerman,ginawells@peck.com,,Non-EU Citizen
Barbara,Johnson,ibrown@bennett.com,,Non-EU Citizen
Shawn,Lucero,michael71@frazier.info,EU Citizen,
Amy,Wise,daybrent@lang.com,EU Citizen,
Catherine,White,brian63@hotmail.com,,Non-EU Citizen
Michael,Allen,pennysmith@garcia.org,EU Citizen,
Thomas,Contreras,martinezrussell@baker.biz,,Non-EU Citizen
Jon,Scott,zbender@ball.com,,Non-EU Citizen
Alexandra,Campbell,yperez@price-price.info,EU Citizen,
Tyler,Austin,pbrown@miller-norman.com,,Non-EU Citizen
Kayla,Lyons,xwebb@roman.com,,Non-EU Citizen
Debbie,Valdez,boydgregory@gregory.info,EU Citizen,
Aaron,Berg,ounderwood@kelly.com,,Non-EU Citizen
Alyssa,Hess,brittanywallace@bradford.info,EU Citizen,
William,Jenkins,stokesmatthew@yahoo.com,,Non-EU Citizen
John,Kane,fordmaria@yahoo.com,EU Citizen,
David,Black,jason14@daugherty-thomas.com,,Non-EU Citizen
Joseph,Long,wwhitehead@yahoo.com,EU Citizen,
Timothy,Harris,roberthanson@watson.info,EU Citizen,
Kristen,Jimenez,jmorgan@gmail.com,EU Citizen,
Wayne,Odom,ericwells@holmes.org,EU Citizen,
Christopher,Thompson,angelastark@hotmail.com,,Non-EU Citizen
Kara,Hall,katie89@yahoo.com,EU Citizen,
Marie,Parrish,grahamjennifer@yahoo.com,,Non-EU Citizen
Jimmy,Scott,melaniejohnson@montes-stephens.net,,Non-EU Citizen
Robert,Payne,paul91@hines.com,EU Citizen,
Angela,Weber,martinezwilliam@gmail.com,EU Citizen,
Beth,Estrada,hillrichard@suarez-watkins.com,,Non-EU Citizen
Carrie,Wilson,john98@yahoo.com,EU Citizen,
Gregory,Jackson,ningram@gmail.com,,Non-EU Citizen
Clinton,Patrick,jacksonmichael@castillo.com,EU Citizen,
Gregory,Rodriguez,peterbuchanan@gmail.com,EU Citizen,
Misty,Davis,davidaguirre@yahoo.com,EU Citizen,
Melissa,Mcfarland,lyoung@bennett.com,,Non-EU Citizen
Travis,Scott,heather99@norris.com,EU Citizen,
Danny,Nguyen,heidi05@adkins.com,,Non-EU Citizen
Brittney,Ruiz,martinezcarl@hotmail.com,EU Citizen,
Patricia,Thompson,qmahoney@hotmail.com,EU Citizen,
Lori,Marquez,wernerjohn@hotmail.com,EU Citizen,
Maria,Guerrero,spearsjesse@gmail.com,EU Citizen,
Tina,Watkins,stevenlyons@yahoo.com,,Non-EU Citizen
Krista,Payne,greenandrew@riggs.com,,Non-EU Citizen
April,Yates,melissa93@gonzalez.com,EU Citizen,
Maurice,Nunez,sergiojohnston@fox.com,,Non-EU Citizen
Annette,Martinez,tylerbryant@hotmail.com,EU Citizen,
Kristen,King,vporter@gmail.com,EU Citizen,
Marisa,Randall,smithcody@yahoo.com,EU Citizen,
Jessica,Torres,melissa99@munoz.com,,Non-EU Citizen
Howard,Walker,lovetanya@yahoo.com,EU Citizen,
John,Cole,heidi59@hotmail.com,,Non-EU Citizen
Dylan,Wilson,ckaiser@hotmail.com,EU Citizen,
Jacqueline,Williams,fbuchanan@hansen.info,EU Citizen,
Scott,Mcdonald,john40@gmail.com,,Non-EU Citizen
Stephen,Hardy,kgomez@black-lewis.com,EU Citizen,
Christina,Allen,cameron88@stanley-wu.biz,EU Citizen,
Andrew,Sherman,christinealvarado@bryant.com,,Non-EU Citizen
Patricia,Wilson,fhill@yahoo.com,EU Citizen,
Jennifer,Jones,russellantonio@yahoo.com,EU Citizen,
Diane,Jones,treed@yahoo.com,,Non-EU Citizen
Timothy,Russo,josephmartinez@yahoo.com,EU Citizen,
Roberto,Jones,martinandrew@salas.com,EU Citizen,
David,Lopez,phillip19@webb.info,EU Citizen,
Ashley,Silva,colemanjennifer@yahoo.com,,Non-EU Citizen
Michelle,Soto,pespinoza@yahoo.com,EU Citizen,
Maria,Williams,bowerssara@peck.biz,,Non-EU Citizen
Alan,Torres,david16@kennedy.net,EU Citizen,
Tammy,Page,ashleygarcia@yahoo.com,EU Citizen,
Jeffrey,Weiss,johnphillips@hotmail.com,EU Citizen,
Michelle,Meyers,martinpaul@rodriguez.info,,Non-EU Citizen
Amy,Lopez,melissa72@yahoo.com,EU Citizen,
Rachel,Kelly,gonzalesashley@hotmail.com,,Non-EU Citizen
Jacob,Bradford,ashleybenson@spears.net,,Non-EU Citizen
Richard,Carter,banderson@maddox.net,EU Citizen,
Zachary,Donovan,landrydesiree@gmail.com,EU Citizen,
Kristi,Brown,ambertaylor@yahoo.com,EU Citizen,
Elizabeth,Harris,john50@baldwin-martinez.net,,Non-EU Citizen
Peter,Pena,duncanconnie@hotmail.com,EU Citizen,
Robin,Rowland,qeverett@gmail.com,,Non-EU Citizen
Pamela,Jackson,donald68@elliott.com,,Non-EU Citizen
Nicholas,Morales,michaelmiller@nelson.info,,Non-EU Citizen
Charles,Scott,joann46@rangel.net,EU Citizen,
Haley,Obrien,jmcneil@odonnell.net,,Non-EU Citizen
Jeremiah,Nelson,vincentdavidson@morris-schultz.com,EU Citizen,
Maria,Douglas,pateljohn@yahoo.com,,Non-EU Citizen
Christopher,Hanson,sarah56@alexander-george.com,EU Citizen,
James,Blake,zachary04@nichols.com,EU Citizen,
Ashley,Burgess,martineztyler@pierce.biz,EU Citizen,
Natasha,Torres,david77@yahoo.com,,Non-EU Citizen
Victoria,Beck,joanedwards@saunders-ward.net,EU Citizen,
Michael,Davis,ldickerson@velez.com,,Non-EU Citizen
Valerie,Harrell,murrayandrew@yahoo.com,EU Citizen,
Suzanne,Smith,tammy57@yahoo.com,EU Citizen,
Rachel,Watson,polson@anderson.com,EU Citizen,
Sheryl,Huber,leah86@hotmail.com,EU Citizen,
Patrick,Hawkins,pwashington@ortiz.com,,Non-EU Citizen
Mark,Martin,petersenwilliam@hotmail.com,EU Citizen,
Brittany,Guzman,kbowman@hotmail.com,EU Citizen,
Joseph,Carrillo,josephchang@peterson-leblanc.com,,Non-EU Citizen
Christina,Perez,petersonstephanie@ayers.com,,Non-EU Citizen
Daniel,Jones,banksrobert@hotmail.com,EU Citizen,
Edward,Huerta,brownariana@thomas-west.com,EU Citizen,
Bobby,Nguyen,ytaylor@robinson-cook.com,EU Citizen,
Christopher,Choi,williamsnicholas@rivera.com,EU Citizen,
Robyn,Huang,rbrown@yahoo.com,EU Citizen,
Andrew,Young,hartmankathy@yahoo.com,,Non-EU Citizen
Nicole,Lopez,jeffreydunn@moody.com,EU Citizen,
Sharon,Perry,charlesmays@gmail.com,,Non-EU Citizen
Julie,Williams,sonya26@yahoo.com,EU Citizen,
Melissa,Hall,williamwest@rodriguez.org,EU Citizen,
Tony,Hunt,shaunmartin@taylor-duncan.info,,Non-EU Citizen
Curtis,Martin,reedjerry@hotmail.com,,Non-EU Citizen
Alexandra,Reed,markrice@martinez-hill.biz,EU Citizen,
Elizabeth,Bishop,hebertjamie@hotmail.com,EU Citizen,
Lisa,Patterson,susan32@campos-costa.com,,Non-EU Citizen
Hector,Chaney,qwalker@morales.org,,Non-EU Citizen
Daniel,Carroll,castrotina@perkins-roberts.org,,Non-EU Citizen
Linda,Barrett,vmcintosh@hotmail.com,EU Citizen,
Angela,White,megan06@hotmail.com,,Non-EU Citizen
Melanie,Herrera,sarah19@barker.info,EU Citizen,
Laura,Mccormick,hunterjennifer@yahoo.com,EU Citizen,
Samantha,Davis,ryan05@diaz.biz,,Non-EU Citizen
John,Smith,alexandrialee@everett-romero.com,EU Citizen,
Shelly,Hill,crawfordtara@wilkinson.com,,Non-EU Citizen
James,Jones,kathryn19@ray-cooper.com,,Non-EU Citizen
Lisa,Yoder,dorothy65@gmail.com,EU Citizen,
Sarah,Hamilton,sandra41@gmail.com,EU Citizen,
Michael,Martinez,ashleyward@miller-gomez.com,EU Citizen,
Robert,Day,lowens@cole.com,EU Citizen,
Frank,Daniels,wweber@miller.info,EU Citizen,
Julie,Perez,barbara99@gmail.com,EU Citizen,
Tyler,Wells,stephaniepalmer@lewis.com,,Non-EU Citizen
David,Smith,anichols@hotmail.com,EU Citizen,
Keith,Webb,elopez@moreno-johnson.com,,Non-EU Citizen
Alexis,Aguilar,mitchell13@gmail.com,EU Citizen,
Garrett,Young,jjohnson@hotmail.com,EU Citizen,
Shaun,Jennings,zmoreno@jackson.info,,Non-EU Citizen
Robert,Gonzales,caitlinlong@tate.info,,Non-EU Citizen
Elizabeth,Dixon,tuckerkelly@sawyer.com,,Non-EU Citizen
Benjamin,Evans,daniel41@gmail.com,,Non-EU Citizen
Brittany,Rodriguez,villegasrobert@harris-pratt.biz,EU Citizen,
Alicia,Allen,vgarza@gmail.com,,Non-EU Citizen
Angela,Lewis,kirsten04@hotmail.com,,Non-EU Citizen
Eugene,Wright,michaeljames@conrad-moreno.com,,Non-EU Citizen
William,Thompson,bauervincent@mclaughlin.com,,Non-EU Citizen
Scott,Walter,ramirezcolleen@mccarty.org,EU Citizen,
Tina,Brown,tracy22@melton-williams.com,,Non-EU Citizen
Michael,Bowen,rgolden@hotmail.com,,Non-EU Citizen
Kyle,Martinez,zbanks@lewis-williams.com,,Non-EU Citizen
Steve,Hines,bryan63@carpenter.com,EU Citizen,
Donna,Burns,zacharybutler@buck.com,,Non-EU Citizen
Eric,Mccullough,jwolfe@carr.biz,,Non-EU Citizen
David,Alvarez,elane@gmail.com,,Non-EU Citizen
Sydney,Brown,kevincarter@richards-miller.com,EU Citizen,
Sean,Ellis,ebrooks@howard-ochoa.com,EU Citizen,
Jonathon,Craig,fostergary@hotmail.com,EU Citizen,
John,Buchanan,shortrobert@yahoo.com,,Non-EU Citizen
Bill,Gordon,lawrencejacqueline@bowman.net,,Non-EU Citizen
David,King,rcontreras@livingston.com,EU Citizen,
Lisa,Smith,hannahhanson@munoz.org,EU Citizen,
Michelle,Graham,christopher72@yahoo.com,,Non-EU Citizen
Marc,Dalton,ibailey@yahoo.com,EU Citizen,
David,Boone,danieldaniel@sanchez.net,EU Citizen,
Kelly,Butler,qle@gmail.com,,Non-EU Citizen
Stephen,Martin,megancardenas@yahoo.com,EU Citizen,
Austin,Farmer,lmiller@hartman-joseph.com,,Non-EU Citizen
William,Martin,brendaholloway@hawkins-williams.biz,,Non-EU Citizen
Brandon,Walter,heidiwilliams@mercado-sutton.org,EU Citizen,
Zachary,Smith,william25@chambers.org,,Non-EU Citizen
Patrick,Brooks,sarahfuentes@yahoo.com,EU Citizen,
Elizabeth,Thompson,mathisjeffrey@conley.com,,Non-EU Citizen
Casey,Ingram,collinscarrie@lawrence.biz,,Non-EU Citizen
Grant,Barrett,scottstein@taylor.org,EU Citizen,
Brittney,Martin,tuckerbrittany@gmail.com,EU Citizen,
Keith,Butler,franklinmoore@gmail.com,EU Citizen,
Amber,Rasmussen,annaphillips@yahoo.com,,Non-EU Citizen
David,Willis,achristian@hotmail.com,EU Citizen,
Beverly,Lopez,mirandamaxwell@gmail.com,,Non-EU Citizen
Crystal,Rivera,ryanmartinez@sanchez.com,EU Citizen,
Wendy,Nelson,buckleygregory@hotmail.com,,Non-EU Citizen
Joshua,Frazier,rthompson@kelley.com,EU Citizen,
Marvin,Spears,fwilson@yates-dunn.com,EU Citizen,
Julie,Flores,julianicholson@hotmail.com,,Non-EU Citizen
Michael,Lewis,ywheeler@gmail.com,EU Citizen,
Claire,Hudson,rvargas@gmail.com,EU Citizen,
Gabriel,Schneider,gainescarolyn@holder.com,,Non-EU Citizen
Juan,Brown,qmoran@gmail.com,,Non-EU Citizen
Kurt,Miller,wilsonmary@powers-oneill.com,EU Citizen,
Karen,Gordon,butlermary@yahoo.com,EU Citizen,
Devon,Oneal,connerjuan@yahoo.com,EU Citizen,
Jamie,Simon,brad82@yahoo.com,EU Citizen,
Rose,Lopez,lesliesimmons@robinson.com,,Non-EU Citizen
Douglas,Olson,timothybarajas@rowland.org,EU Citizen,
Kurt,Watkins,owarren@marquez.com,,Non-EU Citizen
Nicole,Chen,douglaschan@anderson.org,EU Citizen,
Heather,Norton,brandon37@young-clark.com,,Non-EU Citizen
Joseph,Wilcox,ahowell@bridges-shaffer.com,EU Citizen,
Michael,Nicholson,steven92@gmail.com,,Non-EU Citizen
Darrell,Gilbert,ryanlloyd@white.com,EU Citizen,
Erin,Mendez,jennynichols@daugherty.com,,Non-EU Citizen
Randall,Johnson,pholland@hotmail.com,EU Citizen,
Brenda,Gonzales,amartinez@montoya.org,EU Citizen,
Brenda,Lawson,michaelgomez@gmail.com,EU Citizen,
David,Hodge,johnfarmer@hotmail.com,,Non-EU Citizen
David,Murphy,marienewman@leach-wright.com,,Non-EU Citizen
Mary,Ward,yburns@gmail.com,EU Citizen,
Gary,Hill,lli@smith-gray.net,EU Citizen,
Jamie,Mora,djohnson@hotmail.com,,Non-EU Citizen
Elizabeth,Chavez,rubiokathy@huffman.com,EU Citizen,
Darryl,Moore,michaelperkins@hotmail.com,,Non-EU Citizen
Philip,Johnston,douglas33@scott-williams.com,EU Citizen,
James,Thomas,allisonmckay@gmail.com,EU Citizen,
Melissa,King,brooksdenise@thompson.biz,EU Citizen,
Emily,Ramos,salaslorraine@bailey.com,EU Citizen,
Christopher,Warren,rsmith@saunders.com,,Non-EU Citizen
Michelle,Brown,wjones@mcintyre.info,,Non-EU Citizen
Andres,Serrano,mitchellfisher@gmail.com,,Non-EU Citizen
Kathryn,Gentry,nathan70@yahoo.com,,Non-EU Citizen
Amy,Leblanc,stacey02@hotmail.com,EU Citizen,
Renee,Byrd,mariawalls@hotmail.com,EU Citizen,
Ryan,Sullivan,qlawrence@richard.biz,EU Citizen,
Sara,Perry,idaniels@gallegos-martinez.info,,Non-EU Citizen
John,Braun,vanessa99@smith.com,,Non-EU Citizen
Jacqueline,Vazquez,kcarlson@woodward.com,,Non-EU Citizen
Angela,Jones,egentry@hotmail.com,EU Citizen,
Andrea,Good,ledwards@yahoo.com,EU Citizen,
Ann,Bradford,hlewis@flores.com,EU Citizen,
Stephanie,Ford,sullivankathy@yahoo.com,EU Citizen,
April,Anderson,wilsonmatthew@hotmail.com,,Non-EU Citizen
Tyler,Ray,vpeterson@young.org,EU Citizen,
Amanda,English,karenbond@gmail.com,,Non-EU Citizen
Julie,Gonzalez,joseph63@jones.com,,Non-EU Citizen
Zachary,Lindsey,patrick95@cox-rodriguez.com,,Non-EU Citizen
Sarah,James,vbuchanan@hotmail.com,EU Citizen,
Trevor,Leach,edwin38@hotmail.com,EU Citizen,
Debra,Foster,slyons@martin-davis.net,,Non-EU Citizen
James,Myers,kennethmiles@austin.org,,Non-EU Citizen
Bobby,Williams,brennankimberly@johnston-waters.com,,Non-EU Citizen
Tim,Lin,scottrobinson@ortiz-nielsen.com,,Non-EU Citizen
Michael,Downs,ryanchristian@gmail.com,,Non-EU Citizen
David,Parks,edgarwilson@carter.info,EU Citizen,
Juan,Jones,david51@parker.biz,,Non-EU Citizen
James,Sanders,laurie55@yahoo.com,EU Citizen,
Charles,Valdez,amorris@yahoo.com,EU Citizen,
Angela,Aguilar,orivera@davidson-snyder.net,EU Citizen,
Kyle,Cook,pshelton@marshall.info,EU Citizen,
Catherine,Wilson,austinnichols@yahoo.com,,Non-EU Citizen
Alan,Allen,william69@moore.com,,Non-EU Citizen
Jose,Navarro,krista92@yahoo.com,EU Citizen,
Michael,Michael,tprice@yahoo.com,,Non-EU Citizen
Kimberly,Bass,wjames@gmail.com,EU Citizen,
Jon,Yates,ireeves@gmail.com,EU Citizen,
Jeremiah,Greene,joseph63@gmail.com,EU Citizen,
Monica,Rodriguez,perry68@yahoo.com,,Non-EU Citizen
Anna,Conner,janegordon@lynch-williams.com,EU Citizen,
